0	0	255	255
1	2	253	255
2	4	252	255
3	6	250	255
4	8	249	255
5	10	247	255
6	12	246	255
7	14	244	255
8	16	242	255
9	18	241	255
10	20	239	255
11	22	237	255
12	24	235	255
13	27	234	255
14	29	232	255
15	31	230	255
16	33	228	255
17	35	227	255
18	37	225	255
19	39	223	255
20	41	221	255
21	43	219	255
22	45	217	255
23	47	216	255
24	50	214	255
25	52	212	255
26	54	210	255
27	56	208	255
28	58	206	255
29	60	204	255
30	62	202	255
31	64	200	255
32	66	198	255
33	68	196	255
34	70	194	255
35	73	192	255
36	75	190	255
37	77	187	255
38	79	185	255
39	81	183	255
40	83	181	255
41	85	179	255
42	87	177	255
43	89	175	255
44	91	172	255
45	93	170	255
46	95	168	255
47	97	166	255
48	99	164	255
49	101	161	255
50	103	159	255
51	105	157	255
52	106	155	255
53	108	152	255
54	110	150	255
55	112	148	255
56	114	145	255
57	116	143	255
58	118	141	255
59	119	139	255
60	121	136	255
61	123	134	255
62	125	132	255
63	126	129	255
64	128	127	255
65	131	126	255
66	133	124	255
67	135	122	255
68	137	120	255
69	140	118	255
70	142	117	255
71	144	115	255
72	147	113	255
73	149	111	255
74	151	109	255
75	153	107	255
76	156	106	255
77	158	104	255
78	160	102	255
79	162	100	255
80	165	98	255
81	167	96	255
82	169	94	255
83	171	92	255
84	174	90	255
85	176	88	255
86	178	86	255
87	180	84	255
88	182	82	255
89	184	80	255
90	186	78	255
91	189	76	255
92	191	74	255
93	193	71	255
94	195	69	255
95	197	67	255
96	199	65	255
97	201	63	255
98	203	61	255
99	205	59	255
100	207	57	255
101	209	55	255
102	211	53	255
103	213	51	255
104	215	48	255
105	217	46	255
106	218	44	255
107	220	42	255
108	222	40	255
109	224	38	255
110	226	36	255
111	228	34	255
112	229	32	255
113	231	30	255
114	233	28	255
115	235	26	255
116	236	23	255
117	238	21	255
118	240	19	255
119	241	17	255
120	243	15	255
121	245	13	255
122	246	11	255
123	248	9	255
124	250	7	255
125	251	5	255
126	253	3	255
127	254	1	255
128	255	1	254
129	255	3	253
130	255	5	251
131	255	7	250
132	255	9	248
133	255	11	246
134	255	13	245
135	255	15	243
136	255	17	241
137	255	19	240
138	255	21	238
139	255	23	236
140	255	26	235
141	255	28	233
142	255	30	231
143	255	32	229
144	255	34	228
145	255	36	226
146	255	38	224
147	255	40	222
148	255	42	220
149	255	44	218
150	255	46	217
151	255	48	215
152	255	51	213
153	255	53	211
154	255	55	209
155	255	57	207
156	255	59	205
157	255	61	203
158	255	63	201
159	255	65	199
160	255	67	197
161	255	69	195
162	255	71	193
163	255	74	191
164	255	76	189
165	255	78	186
166	255	80	184
167	255	82	182
168	255	84	180
169	255	86	178
170	255	88	176
171	255	90	174
172	255	92	171
173	255	94	169
174	255	96	167
175	255	98	165
176	255	100	162
177	255	102	160
178	255	104	158
179	255	106	156
180	255	107	153
181	255	109	151
182	255	111	149
183	255	113	147
184	255	115	144
185	255	117	142
186	255	118	140
187	255	120	137
188	255	122	135
189	255	124	133
190	255	126	131
191	255	127	128
192	255	129	126
193	255	132	125
194	255	134	123
195	255	136	121
196	255	139	119
197	255	141	118
198	255	143	116
199	255	145	114
200	255	148	112
201	255	150	110
202	255	152	108
203	255	155	106
204	255	157	105
205	255	159	103
206	255	161	101
207	255	164	99
208	255	166	97
209	255	168	95
210	255	170	93
211	255	172	91
212	255	175	89
213	255	177	87
214	255	179	85
215	255	181	83
216	255	183	81
217	255	185	79
218	255	187	77
219	255	190	75
220	255	192	73
221	255	194	70
222	255	196	68
223	255	198	66
224	255	200	64
225	255	202	62
226	255	204	60
227	255	206	58
228	255	208	56
229	255	210	54
230	255	212	52
231	255	214	50
232	255	216	47
233	255	217	45
234	255	219	43
235	255	221	41
236	255	223	39
237	255	225	37
238	255	227	35
239	255	228	33
240	255	230	31
241	255	232	29
242	255	234	27
243	255	235	24
244	255	237	22
245	255	239	20
246	255	241	18
247	255	242	16
248	255	244	14
249	255	246	12
250	255	247	10
251	255	249	8
252	255	250	6
253	255	252	4
254	255	253	2
255	255	255	0
