0	0	160	255
1	0	162	253
2	0	165	250
3	0	167	248
4	0	170	245
5	0	172	242
6	0	175	239
7	0	177	237
8	0	180	234
9	0	183	231
10	0	185	228
11	0	188	225
12	0	191	222
13	0	193	219
14	0	196	215
15	0	198	212
16	0	201	208
17	0	203	205
18	0	206	201
19	0	208	198
20	0	211	194
21	0	213	191
22	0	216	187
23	0	218	183
24	0	220	179
25	0	222	175
26	0	225	171
27	0	227	167
28	0	229	162
29	0	231	158
30	0	233	154
31	0	235	150
32	0	237	145
33	0	239	141
34	0	241	136
35	0	242	131
36	0	244	127
37	0	246	122
38	0	247	117
39	0	248	113
40	0	250	108
41	0	251	103
42	0	252	98
43	0	253	94
44	0	254	89
45	0	255	84
46	0	255	79
47	0	255	75
48	0	255	70
49	0	255	65
50	0	255	60
51	0	255	56
52	0	255	51
53	0	255	47
54	0	255	42
55	0	255	37
56	0	255	33
57	0	255	28
58	0	255	24
59	0	255	20
60	0	255	15
61	0	255	11
62	0	255	7
63	0	255	3
64	1	255	1
65	3	255	3
66	5	255	5
67	7	255	7
68	9	255	9
69	11	255	11
70	13	255	13
71	15	255	15
72	18	255	18
73	20	255	20
74	22	255	22
75	24	254	24
76	26	254	26
77	28	254	28
78	30	253	30
79	33	253	33
80	35	252	35
81	37	252	37
82	39	251	39
83	41	251	41
84	44	250	44
85	46	250	46
86	48	249	48
87	50	248	50
88	52	247	52
89	55	247	55
90	57	246	57
91	59	245	59
92	61	244	61
93	63	243	63
94	66	242	66
95	68	241	68
96	70	240	70
97	72	239	72
98	74	238	74
99	76	236	76
100	78	235	78
101	80	234	80
102	83	233	83
103	85	231	85
104	87	230	87
105	89	229	89
106	91	227	91
107	93	226	93
108	95	224	95
109	97	223	97
110	98	221	98
111	100	220	100
112	102	218	102
113	104	217	104
114	106	215	106
115	108	213	108
116	109	212	109
117	111	210	111
118	113	208	113
119	115	207	115
120	116	205	116
121	118	203	118
122	120	201	120
123	121	200	121
124	123	198	123
125	124	196	124
126	126	194	126
127	127	193	127
128	128	192	128
129	129	191	129
130	130	190	130
131	131	189	131
132	132	188	132
133	133	187	133
134	134	186	134
135	135	185	135
136	135	185	135
137	136	184	136
138	137	183	137
139	138	182	138
140	139	181	139
141	140	180	140
142	141	179	141
143	142	178	142
144	142	178	142
145	143	176	143
146	144	175	144
147	145	174	145
148	145	174	145
149	146	173	146
150	147	171	147
151	148	170	148
152	148	170	148
153	149	169	149
154	150	167	150
155	151	166	151
156	152	166	152
157	152	165	152
158	153	163	153
159	154	162	154
160	155	162	155
161	155	161	155
162	156	159	156
163	157	158	157
164	158	158	158
165	158	156	158
166	159	155	159
167	160	154	160
168	161	153	161
169	161	152	161
170	162	151	162
171	163	150	163
172	164	149	164
173	164	148	164
174	165	147	165
175	166	145	166
176	166	144	166
177	167	144	167
178	168	142	168
179	168	141	168
180	169	140	169
181	170	139	170
182	170	138	170
183	171	137	171
184	172	136	172
185	172	135	172
186	173	134	173
187	174	132	174
188	174	131	174
189	175	130	175
190	175	129	175
191	176	128	176
192	177	126	177
193	179	125	179
194	181	123	181
195	182	121	182
196	184	119	184
197	185	117	185
198	187	116	187
199	188	113	188
200	190	112	190
201	191	110	191
202	193	108	193
203	195	106	195
204	196	104	196
205	197	102	197
206	199	100	199
207	200	98	200
208	202	96	202
209	203	94	203
210	204	92	204
211	206	91	206
212	207	88	207
213	209	86	209
214	210	84	210
215	211	82	211
216	213	80	213
217	214	78	214
218	215	76	215
219	216	74	216
220	218	72	218
221	219	70	219
222	220	68	220
223	221	66	221
224	223	64	223
225	224	62	224
226	225	60	225
227	226	58	226
228	227	55	227
229	229	53	229
230	230	51	230
231	231	49	231
232	232	47	232
233	233	45	233
234	234	43	234
235	235	41	235
236	236	39	236
237	237	37	237
238	239	35	239
239	240	33	240
240	241	31	241
241	242	28	242
242	243	26	243
243	244	24	244
244	245	22	245
245	246	20	246
246	247	18	247
247	248	16	248
248	249	14	249
249	249	12	249
250	250	10	250
251	251	8	251
252	252	6	252
253	253	4	253
254	254	2	254
255	255	0	255
