0	128	128	255
1	125	131	255
2	123	135	255
3	120	138	255
4	117	142	255
5	115	145	255
6	112	149	255
7	109	152	255
8	106	155	255
9	104	159	255
10	101	162	255
11	98	166	255
12	95	169	255
13	92	172	255
14	89	175	255
15	86	179	255
16	83	182	255
17	80	185	255
18	77	188	255
19	73	191	255
20	70	195	255
21	67	198	255
22	64	201	255
23	61	204	255
24	58	207	255
25	55	210	255
26	52	212	255
27	48	215	255
28	45	218	255
29	42	221	255
30	39	224	255
31	36	226	255
32	33	229	255
33	30	232	255
34	27	234	255
35	23	237	255
36	20	240	255
37	17	242	255
38	14	245	255
39	11	247	255
40	8	249	255
41	5	252	255
42	2	254	255
43	0	255	253
44	0	255	248
45	0	255	243
46	0	255	238
47	0	255	233
48	0	255	228
49	0	255	223
50	0	255	217
51	0	255	212
52	0	255	207
53	0	255	201
54	0	255	196
55	0	255	190
56	0	255	184
57	0	255	179
58	0	255	173
59	0	255	167
60	0	255	161
61	0	255	155
62	0	255	149
63	0	255	142
64	0	255	136
65	0	255	130
66	0	255	123
67	0	255	117
68	0	255	110
69	0	255	104
70	0	255	97
71	0	255	91
72	0	255	84
73	0	255	77
74	0	255	71
75	0	255	64
76	0	255	57
77	0	255	51
78	0	255	44
79	0	255	38
80	0	255	31
81	0	255	25
82	0	255	18
83	0	255	12
84	0	255	6
85	0	255	0
86	5	255	0
87	9	255	0
88	14	255	0
89	18	255	0
90	24	255	0
91	28	255	0
92	33	255	0
93	37	255	0
94	43	255	0
95	47	255	0
96	52	255	0
97	57	255	0
98	62	255	0
99	66	255	0
100	72	255	0
101	76	255	0
102	81	255	0
103	85	255	0
104	91	255	0
105	95	255	0
106	100	255	0
107	104	255	0
108	109	255	0
109	114	255	0
110	119	255	0
111	123	255	0
112	128	255	0
113	132	255	0
114	137	255	0
115	141	255	0
116	145	255	0
117	150	255	0
118	154	255	0
119	158	255	0
120	162	255	0
121	167	255	0
122	170	255	0
123	175	255	0
124	178	255	0
125	183	255	0
126	186	255	0
127	190	255	0
128	193	255	0
129	194	255	0
130	196	255	0
131	197	255	0
132	199	255	0
133	200	255	0
134	202	255	0
135	203	255	0
136	205	255	0
137	206	255	0
138	208	255	0
139	209	255	0
140	211	255	0
141	212	255	0
142	214	255	0
143	215	255	0
144	217	255	0
145	219	255	0
146	220	255	0
147	222	255	0
148	223	255	0
149	224	255	0
150	226	255	0
151	227	255	0
152	229	255	0
153	230	255	0
154	232	255	0
155	233	255	0
156	235	255	0
157	236	255	0
158	238	255	0
159	239	255	0
160	240	255	0
161	242	255	0
162	243	255	0
163	245	255	0
164	246	255	0
165	248	255	0
166	249	255	0
167	251	255	0
168	252	255	0
169	254	255	0
170	255	255	0
171	255	253	0
172	255	251	1
173	255	249	1
174	255	247	2
175	255	245	2
176	255	242	2
177	255	240	3
178	255	238	3
179	255	236	3
180	255	234	4
181	255	231	4
182	255	229	5
183	255	227	5
184	255	225	5
185	255	222	6
186	255	220	6
187	255	218	6
188	255	216	7
189	255	214	7
190	255	211	8
191	255	209	8
192	255	207	8
193	255	205	9
194	255	202	9
195	255	200	9
196	255	198	10
197	255	196	10
198	255	193	11
199	255	191	11
200	255	189	11
201	255	187	12
202	255	184	12
203	255	182	12
204	255	180	13
205	255	178	13
206	255	176	14
207	255	173	14
208	255	171	14
209	255	168	15
210	255	166	15
211	255	163	15
212	255	161	16
213	255	159	16
214	255	157	17
215	255	155	18
216	255	153	19
217	255	151	19
218	255	149	20
219	255	146	21
220	255	144	22
221	255	142	22
222	255	140	23
223	255	137	24
224	255	135	25
225	255	133	25
226	255	131	26
227	255	129	27
228	255	127	28
229	255	125	28
230	255	122	29
231	255	120	30
232	255	118	31
233	255	116	31
234	255	113	32
235	255	111	33
236	255	109	34
237	255	106	34
238	255	104	36
239	255	101	37
240	255	99	37
241	255	97	37
242	255	94	39
243	255	92	39
244	255	90	40
245	255	88	40
246	255	85	41
247	255	83	42
248	255	81	43
249	255	79	43
250	255	76	44
251	255	73	45
252	255	71	46
253	255	69	46
254	255	66	47
255	255	64	48
